,x,y,z,scalex,scaley,rotate(z),direction
stone.txt  ,14.000,4.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,4.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,12.000,4.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,15.000,3.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,3.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,3.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,2.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,15.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,12.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,11.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,9.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,12.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,25.000,6.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,23.000,6.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,21.000,6.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,19.000,6.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,9.000,6.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,10.000,5.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,11.000,4.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,12.000,3.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,2.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,18.000,5.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,17.000,4.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,3.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,15.000,2.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,1.000,-10.000,0.500,0.500,0.000,0.000
spike.txt  ,13.625,0.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.875,0.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.125,0.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.375,0.375,-10.000,0.130,0.130,0.000,0.000
stone.txt  ,14.000,-1.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,10.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,11.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,16.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,15.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,14.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,13.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,12.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,11.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,9.000,11.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,9.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,10.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,11.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,21.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,22.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,22.000,9.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,24.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,25.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,25.000,9.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,6.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,5.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,4.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,3.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,2.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,2.000,8.000,-10.000,0.500,0.500,0.000,0.000
spike.txt  ,10.625,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,10.875,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.125,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.375,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.625,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.875,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.125,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.375,7.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,9.625,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,9.875,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,10.125,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,10.375,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.625,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.875,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.125,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.375,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.625,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.875,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.125,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.375,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.625,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.875,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.125,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.375,9.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,10.625,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,10.875,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.125,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.375,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.625,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,11.875,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.125,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.375,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.625,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,12.875,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.125,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.375,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.625,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,13.875,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.125,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.375,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.625,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,14.875,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,15.125,11.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,15.375,11.375,-10.000,0.130,0.130,0.000,0.000
stone.txt  ,-5.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,14.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,15.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,17.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,20.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,21.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,22.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,24.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,25.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,26.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,27.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,28.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,29.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-5.000,30.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,14.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,15.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,17.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,20.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,21.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,22.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,24.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,25.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,26.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,27.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,28.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,29.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-19.000,30.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,8.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,9.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,11.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,12.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,14.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-3.000,15.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-18.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-17.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-10.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-9.000,13.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-6.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-7.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-9.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-10.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,17.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-17.000,16.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-7.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-9.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-10.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-17.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-18.000,10.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-6.000,11.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-18.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-17.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-16.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-15.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-14.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-13.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-12.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-11.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-10.000,21.000,-10.000,0.500,0.500,0.000,0.000
movinglava.txt  ,-9.000,21.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,21.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,20.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,17.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,20.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,20.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,19.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-8.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-17.000,23.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-16.000,25.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,27.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,26.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,25.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-12.000,27.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-9.000,27.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-10.000,29.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,31.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,30.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-11.000,29.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,31.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,35.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,34.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,33.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,35.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-15.000,35.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,33.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-14.000,18.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-7.000,19.000,-10.000,0.500,0.500,0.000,0.000
lethallava.txt  ,-10.100,18.250,-10.000,0.400,0.200,0.000,0.000
stonebian.txt  ,-8.900,19.000,-10.000,0.400,0.200,0.000,0.000
lethallava.txt  ,-8.900,17.500,-10.000,0.400,0.200,0.000,0.000
lethallava.txt  ,-18.100,18.250,-10.000,0.400,0.200,0.000,0.000
stonebian.txt  ,-16.900,19.000,-10.000,0.400,0.200,0.000,0.000
lethallava.txt  ,-16.900,17.500,-10.000,0.400,0.200,0.000,0.000
stone.txt  ,-16.000,14.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-13.000,14.000,-10.000,0.500,0.500,0.000,0.000
stone.txt  ,-10.000,14.000,-10.000,0.500,0.500,0.000,0.000
spike.txt  ,-10.625,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-10.875,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-11.125,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-11.375,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-11.625,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-11.875,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-12.125,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-12.375,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-12.625,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-12.875,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-13.125,17.375,-10.000,0.130,0.130,0.000,0.000
spike.txt  ,-13.375,17.375,-10.000,0.130,0.130,0.000,0.000
stonesmall.txt ,-2.750,-4.250,-10.000,0.250,0.250,0.000,0.000
box.txt ,-2.000,-3.000,-10.000,0.300,0.300,0.000,0.000
box.txt ,-3.500,-1.000,-10.000,0.300,0.300,0.000,0.000
boneHP.txt ,-8.000,-3.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,-4.000,1.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,-5.500,-7.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,0.000,-7.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,1.500,-4.000,-10.000,0.200,0.200,0.000,0.000
boneattack.txt ,-2.500,-6.500,-10.000,0.100,0.100,0.000,0.000
bonejump.txt ,6.000,-6.000,-10.000,0.100,0.100,0.000,0.000
boneattack.txt ,0.750,-4.000,-10.000,0.100,0.100,0.000,0.000
boneHP.txt ,1.250,-4.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,-8.000,-1.000,-10.000,0.200,0.200,0.000,0.000
boneattack.txt ,-5.000,2.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,-16.000,-4.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,-13.400,1.000,-10.000,0.200,0.200,0.000,0.000
boneHP.txt ,-18.000,3.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,-16.000,0.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-17.800,1.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-17.600,7.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,-17.300,5.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,-16.700,5.000,-10.000,0.200,0.200,0.000,0.000
boneattack.txt ,-1.750,5.000,-10.000,0.100,0.100,0.000,0.000
boneHP.txt ,-2.250,5.000,-10.000,0.100,0.100,0.000,0.000
enemy3.txt ,4.000,3.000,-10.000,0.200,0.200,0.000,0.000
bonejump.txt ,-9.000,6.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,-13.600,7.000,-10.000,0.200,0.200,0.000,0.000
box.txt ,-4.000,7.000,-10.000,0.300,0.300,0.000,0.000
bonejump.txt ,-2.000,7.000,-10.000,0.100,0.100,0.000,0.000
enemy2.txt ,4.200,9.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,9.700,3.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,9.000,1.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,18.000,0.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,20.000,3.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,22.000,5.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,22.000,1.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,24.000,1.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,24.000,5.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,26.000,3.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,23.700,9.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,20.700,9.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,19.000,7.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,11.000,7.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,14.000,9.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,10.000,11.000,-10.000,0.200,0.200,0.000,0.000
enemy.txt ,2.000,13.000,-10.000,0.200,0.200,0.000,0.000
boneattack.txt ,5.000,4.000,-10.000,0.100,0.100,0.000,0.000
boneHP.txt ,25.000,10.000,-10.000,0.100,0.100,0.000,0.000
door.txt ,-5.000,10.000,-10.000,0.400,0.500,0.000,0.000
realdoor.txt ,-14.000,36.000,-10.000,0.400,0.500,0.000,0.000
boneattack.txt ,35.000,3.000,-10.000,0.100,0.100,0.000,0.000
boneattack.txt ,-16.000,11.000,-10.000,0.100,0.100,0.000,0.000
boneHP.txt ,36.000,3.000,-10.000,0.100,0.100,0.000,0.000
enemy3.txt ,-12.000,11.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,-7.000,11.000,-10.000,0.200,0.200,0.000,0.000
enemy3.txt ,-8.000,11.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-10.000,15.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-13.000,15.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-16.000,15.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-18.000,14.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-14.000,19.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-7.000,17.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-11.000,24.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-14.000,24.000,-10.000,0.200,0.200,0.000,0.000
enemy2.txt ,-12.000,28.000,-10.000,0.200,0.200,0.000,0.000
boneHP.txt ,-18.000,20.000,-10.000,0.100,0.100,0.000,0.000
boneHP.txt ,-6.000,17.000,-10.000,0.100,0.100,0.000,0.000
enemy3.txt ,-11.000,17.000,-10.000,0.200,0.200,0.000,0.000
player.txt ,0.100,-1.300,-10.000,0.200,0.150,0.000,0.000
camera.txt ,0.000,1.000,0.000,0.000,0.000,0.000,0.000
